course_id,avg_rating,division,dept_num,dept_name
AS.200.329,4.53,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
AS.200.322,4.9,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
AS.200.311,4.68,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
AS.280.360,3.02,AS,280,PUBLIC HEALTH STUDIES
AS.280.350,4.27,AS,280,PUBLIC HEALTH STUDIES
AS.280.340,4.26,AS,280,PUBLIC HEALTH STUDIES
AS.280.380,3.88,AS,280,PUBLIC HEALTH STUDIES
AS.280.347,4.53,AS,280,PUBLIC HEALTH STUDIES
AS.280.499,3.89,AS,280,PUBLIC HEALTH STUDIES
AS.280.101,3.8,AS,280,PUBLIC HEALTH STUDIES
AS.280.120,3.86,AS,280,PUBLIC HEALTH STUDIES
AS.280.312,4.59,AS,280,PUBLIC HEALTH STUDIES
AS.280.445,4.6,AS,280,PUBLIC HEALTH STUDIES
AS.280.446,4.58,AS,280,PUBLIC HEALTH STUDIES
AS.280.240,2.62,AS,280,PUBLIC HEALTH STUDIES
AS.280.320,4,AS,280,PUBLIC HEALTH STUDIES
AS.280.335,3.75,AS,280,PUBLIC HEALTH STUDIES
AS.230.316,3.77,AS,230,SOCIOLOGY
AS.230.357,4.38,AS,230,SOCIOLOGY
AS.230.350,4.57,AS,230,SOCIOLOGY
AS.230.352,4,AS,230,SOCIOLOGY
AS.230.224,4.27,AS,230,SOCIOLOGY
AS.230.393,5,AS,230,SOCIOLOGY
AS.230.325,4.08,AS,230,SOCIOLOGY
AS.230.370,4.82,AS,230,SOCIOLOGY
AS.230.101,4.33,AS,230,SOCIOLOGY
AS.230.150,4.25,AS,230,SOCIOLOGY
AS.230.335,4.91,AS,230,SOCIOLOGY
AS.230.306,4.83,AS,230,SOCIOLOGY
AS.230.440,4.33,AS,230,SOCIOLOGY
AS.230.322,3.75,AS,230,SOCIOLOGY
AS.230.378,4.94,AS,230,SOCIOLOGY
AS.230.265,3.77,AS,230,SOCIOLOGY
AS.230.213,4.4,AS,230,SOCIOLOGY
AS.230.341,4.19,AS,230,SOCIOLOGY
AS.230.397,5,AS,230,SOCIOLOGY
AS.230.379,3.83,AS,230,SOCIOLOGY
AS.225.201,4.64,AS,225,THEATRE ARTS AND STUDIES
AS.225.324,3.5,AS,225,THEATRE ARTS AND STUDIES
AS.225.300,4.2,AS,225,THEATRE ARTS AND STUDIES
AS.225.346,4.85,AS,225,THEATRE ARTS AND STUDIES
AS.225.323,4.44,AS,225,THEATRE ARTS AND STUDIES
AS.225.308,4.58,AS,225,THEATRE ARTS AND STUDIES
AS.225.310,5,AS,225,THEATRE ARTS AND STUDIES
AS.225.328,4.44,AS,225,THEATRE ARTS AND STUDIES
AS.225.321,4.17,AS,225,THEATRE ARTS AND STUDIES
AS.363.306,4.67,AS,363,WOMEN & GENDER STUDIES AND SEXUALITY
AS.363.331,4.8,AS,363,WOMEN & GENDER STUDIES AND SEXUALITY
AS.363.445,4.67,AS,363,WOMEN & GENDER STUDIES AND SEXUALITY
